Haplotype	4-mer	6-mer	8-mer	10-mer	Other HOR	Non HOR	Cluster	Population	Contig_len
NA18989.h2	1208100	252738	1907173	125672	84408	8811	2	EAS	3586901
NA18989.h1	613459	888481	2157676	154502	236560	44498	1	EAS	4095175
NA19036.h2	656634	275137	876316	50962	50933	9136	6	AFR	1919117
NA19129.h2	1400604	243563	2028011	122268	71165	2883	2	AFR	3868493
NA19129.h1	1225848	271036	1746877	103598	58414	3053	2	AFR	3408825
NA19238.h2	1614135	802115	2530031	217456	266700	92970	7	AFR	5523406
NA19239.h2	962464	249692	1410181	169890	88087	24129	7	AFR	2904442
NA19239.h1	1191582	635813	1852001	129091	79776	15145	6	AFR	3903407
NA19317.h2	579207	510788	538142	25472	29898	1188	4	AFR	1684694
NA19317.h1	262269	431955	1126391	118838	101944	1696	1	AFR	2043092
NA19331.h2	991349	213000	1710215	96785	53154	18341	2	AFR	3082843
NA19331.h1	538893	772422	1612718	179973	217741	58679	1	AFR	3380425
NA19347.h2	987890	201797	1238664	57724	73859	17808	2	AFR	2577741
NA19347.h1	275180	454363	1175311	122243	87050	1696	1	AFR	2115842
NA19384.h2	1654603	473995	1519987	103599	75559	10611	4	AFR	3838353
NA19650.h2	1425344	240489	1456484	159654	42120	20738	5	AMR	3344828
NA19705.h2	486694	338378	854574	86610	55842	25454	7	AFR	1847551
NA19705.h1	565838	758022	1881872	168105	294849	39423	1	AFR	3708108
NA19836.h1	797359	324954	1060021	76399	69891	13902	7	AFR	2342525
NA19983.h1	2894347	345417	3353407	154511	98530	23782	2	AFR	6869993
NA20129.h2	519030	721341	1304352	118827	159284	40604	1	AFR	2863437
NA20355.h2	636278	613470	861271	79752	52567	32455	7	AFR	2275792
NA20355.h1	591044	907892	1860182	174884	319597	25053	1	AFR	3878651
NA20509.h2	263600	464681	1364188	174872	227738	34027	1	EUR	2529105
NA20509.h1	1110300	225237	1672161	140935	72512	14202	2	EUR	3235346
NA20847.h2	569342	809954	1809907	169761	227706	34325	1	SAS	3620994
NA20847.h1	614576	133519	577438	56048	29541	28556	5	SAS	1439677
